"Código","Municipio","Total de viviendas particulares","Material Predominante del Techo","Cantidad de Viviendas","Porcentaje de Viviendas Particulares"
101,"Guatemala",283756,"Concreto",170603,60.12
101,"Guatemala",283756,"Lámina metálica",98110,34.58
101,"Guatemala",283756,"Asbesto cemento",4157,1.46
101,"Guatemala",283756,"Teja",1500,0.53
101,"Guatemala",283756,"Paja, palma o similar",16,0.01
101,"Guatemala",283756,"Material de desecho",42,0.01
101,"Guatemala",283756,"Otro",969,0.34
101,"Guatemala",283756,"No especificado",8359,2.95
102,"Santa Catarina Pinula",24991,"Concreto",12521,50.1
102,"Santa Catarina Pinula",24991,"Lámina metálica",10987,43.96
102,"Santa Catarina Pinula",24991,"Asbesto cemento",194,0.78
102,"Santa Catarina Pinula",24991,"Teja",391,1.56
102,"Santa Catarina Pinula",24991,"Paja, palma o similar",9,0.04
102,"Santa Catarina Pinula",24991,"Material de desecho",6,0.02
102,"Santa Catarina Pinula",24991,"Otro",81,0.32
102,"Santa Catarina Pinula",24991,"No especificado",802,3.21
103,"San José Pinula",23675,"Concreto",11946,50.46
103,"San José Pinula",23675,"Lámina metálica",10500,44.35
103,"San José Pinula",23675,"Asbesto cemento",123,0.52
103,"San José Pinula",23675,"Teja",64,0.27
103,"San José Pinula",23675,"Paja, palma o similar",11,0.05
103,"San José Pinula",23675,"Material de desecho",4,0.02
103,"San José Pinula",23675,"Otro",40,0.17
103,"San José Pinula",23675,"No especificado",987,4.17
104,"San José del Golfo",2411,"Concreto",443,18.37
104,"San José del Golfo",2411,"Lámina metálica",1945,80.67
104,"San José del Golfo",2411,"Asbesto cemento",7,0.29
104,"San José del Golfo",2411,"Teja",8,0.33
104,"San José del Golfo",2411,"Paja, palma o similar",0,0
104,"San José del Golfo",2411,"Material de desecho",0,0
104,"San José del Golfo",2411,"Otro",4,0.17
104,"San José del Golfo",2411,"No especificado",4,0.17
105,"Palencia",20105,"Concreto",4445,22.11
105,"Palencia",20105,"Lámina metálica",15430,76.75
105,"Palencia",20105,"Asbesto cemento",149,0.74
105,"Palencia",20105,"Teja",33,0.16
105,"Palencia",20105,"Paja, palma o similar",6,0.03
105,"Palencia",20105,"Material de desecho",4,0.02
105,"Palencia",20105,"Otro",27,0.13
105,"Palencia",20105,"No especificado",11,0.05
106,"Chinautla",31001,"Concreto",12994,41.91
106,"Chinautla",31001,"Lámina metálica",17189,55.45
106,"Chinautla",31001,"Asbesto cemento",324,1.05
106,"Chinautla",31001,"Teja",39,0.13
106,"Chinautla",31001,"Paja, palma o similar",5,0.02
106,"Chinautla",31001,"Material de desecho",9,0.03
106,"Chinautla",31001,"Otro",83,0.27
106,"Chinautla",31001,"No especificado",358,1.15
107,"San Pedro Ayampuc",17139,"Concreto",3524,20.56
107,"San Pedro Ayampuc",17139,"Lámina metálica",13119,76.54
107,"San Pedro Ayampuc",17139,"Asbesto cemento",190,1.11
107,"San Pedro Ayampuc",17139,"Teja",87,0.51
107,"San Pedro Ayampuc",17139,"Paja, palma o similar",9,0.05
107,"San Pedro Ayampuc",17139,"Material de desecho",5,0.03
107,"San Pedro Ayampuc",17139,"Otro",123,0.72
107,"San Pedro Ayampuc",17139,"No especificado",82,0.48
108,"Mixco",130487,"Concreto",82843,63.49
108,"Mixco",130487,"Lámina metálica",41354,31.69
108,"Mixco",130487,"Asbesto cemento",3464,2.65
108,"Mixco",130487,"Teja",493,0.38
108,"Mixco",130487,"Paja, palma o similar",25,0.02
108,"Mixco",130487,"Material de desecho",16,0.01
108,"Mixco",130487,"Otro",395,0.3
108,"Mixco",130487,"No especificado",1897,1.45
109,"San Pedro Sacatepéquez",11747,"Concreto",3448,29.35
109,"San Pedro Sacatepéquez",11747,"Lámina metálica",8156,69.43
109,"San Pedro Sacatepéquez",11747,"Asbesto cemento",80,0.68
109,"San Pedro Sacatepéquez",11747,"Teja",14,0.12
109,"San Pedro Sacatepéquez",11747,"Paja, palma o similar",6,0.05
109,"San Pedro Sacatepéquez",11747,"Material de desecho",6,0.05
109,"San Pedro Sacatepéquez",11747,"Otro",14,0.12
109,"San Pedro Sacatepéquez",11747,"No especificado",23,0.2
110,"San Juan Sacatepéquez",56517,"Concreto",14172,25.08
110,"San Juan Sacatepéquez",56517,"Lámina metálica",39081,69.15
110,"San Juan Sacatepéquez",56517,"Asbesto cemento",1425,2.52
110,"San Juan Sacatepéquez",56517,"Teja",523,0.93
110,"San Juan Sacatepéquez",56517,"Paja, palma o similar",37,0.07
110,"San Juan Sacatepéquez",56517,"Material de desecho",17,0.03
110,"San Juan Sacatepéquez",56517,"Otro",139,0.25
110,"San Juan Sacatepéquez",56517,"No especificado",1123,1.99
111,"San Raymundo",9362,"Concreto",1991,21.27
111,"San Raymundo",9362,"Lámina metálica",6954,74.28
111,"San Raymundo",9362,"Asbesto cemento",63,0.67
111,"San Raymundo",9362,"Teja",301,3.22
111,"San Raymundo",9362,"Paja, palma o similar",4,0.04
111,"San Raymundo",9362,"Material de desecho",0,0
111,"San Raymundo",9362,"Otro",33,0.35
111,"San Raymundo",9362,"No especificado",16,0.17
112,"Chuarrancho",3757,"Concreto",996,26.51
112,"Chuarrancho",3757,"Lámina metálica",2576,68.57
112,"Chuarrancho",3757,"Asbesto cemento",19,0.51
112,"Chuarrancho",3757,"Teja",147,3.91
112,"Chuarrancho",3757,"Paja, palma o similar",5,0.13
112,"Chuarrancho",3757,"Material de desecho",0,0
112,"Chuarrancho",3757,"Otro",10,0.27
112,"Chuarrancho",3757,"No especificado",4,0.11
113,"Fraijanes",16769,"Concreto",8525,50.84
113,"Fraijanes",16769,"Lámina metálica",7262,43.31
113,"Fraijanes",16769,"Asbesto cemento",107,0.64
113,"Fraijanes",16769,"Teja",412,2.46
113,"Fraijanes",16769,"Paja, palma o similar",7,0.04
113,"Fraijanes",16769,"Material de desecho",1,0.01
113,"Fraijanes",16769,"Otro",31,0.18
113,"Fraijanes",16769,"No especificado",424,2.53
114,"Amatitlán",33904,"Concreto",13061,38.52
114,"Amatitlán",33904,"Lámina metálica",19397,57.21
114,"Amatitlán",33904,"Asbesto cemento",164,0.48
114,"Amatitlán",33904,"Teja",126,0.37
114,"Amatitlán",33904,"Paja, palma o similar",20,0.06
114,"Amatitlán",33904,"Material de desecho",24,0.07
114,"Amatitlán",33904,"Otro",101,0.3
114,"Amatitlán",33904,"No especificado",1011,2.98
115,"Villa Nueva",125493,"Concreto",68689,54.74
115,"Villa Nueva",125493,"Lámina metálica",54051,43.07
115,"Villa Nueva",125493,"Asbesto cemento",930,0.74
115,"Villa Nueva",125493,"Teja",300,0.24
115,"Villa Nueva",125493,"Paja, palma o similar",28,0.02
115,"Villa Nueva",125493,"Material de desecho",10,0.01
115,"Villa Nueva",125493,"Otro",316,0.25
115,"Villa Nueva",125493,"No especificado",1169,0.93
116,"Villa Canales",43706,"Concreto",12463,28.52
116,"Villa Canales",43706,"Lámina metálica",30052,68.76
116,"Villa Canales",43706,"Asbesto cemento",522,1.19
116,"Villa Canales",43706,"Teja",185,0.42
116,"Villa Canales",43706,"Paja, palma o similar",20,0.05
116,"Villa Canales",43706,"Material de desecho",10,0.02
116,"Villa Canales",43706,"Otro",77,0.18
116,"Villa Canales",43706,"No especificado",377,0.86
117,"San Miguel Petapa",38884,"Concreto",28248,72.65
117,"San Miguel Petapa",38884,"Lámina metálica",9919,25.51
117,"San Miguel Petapa",38884,"Asbesto cemento",204,0.52
117,"San Miguel Petapa",38884,"Teja",84,0.22
117,"San Miguel Petapa",38884,"Paja, palma o similar",8,0.02
117,"San Miguel Petapa",38884,"Material de desecho",7,0.02
117,"San Miguel Petapa",38884,"Otro",75,0.19
117,"San Miguel Petapa",38884,"No especificado",339,0.87
201,"Guastatoya",8186,"Concreto",2854,34.86
201,"Guastatoya",8186,"Lámina metálica",5155,62.97
201,"Guastatoya",8186,"Asbesto cemento",29,0.35
201,"Guastatoya",8186,"Teja",70,0.86
201,"Guastatoya",8186,"Paja, palma o similar",30,0.37
201,"Guastatoya",8186,"Material de desecho",1,0.01
201,"Guastatoya",8186,"Otro",18,0.22
201,"Guastatoya",8186,"No especificado",29,0.35
202,"Morazán",4531,"Concreto",271,5.98
202,"Morazán",4531,"Lámina metálica",3488,76.98
202,"Morazán",4531,"Asbesto cemento",95,2.1
202,"Morazán",4531,"Teja",617,13.62
202,"Morazán",4531,"Paja, palma o similar",9,0.2
202,"Morazán",4531,"Material de desecho",1,0.02
202,"Morazán",4531,"Otro",10,0.22
202,"Morazán",4531,"No especificado",40,0.88
203,"San Agustín Acasaguastlán",12670,"Concreto",649,5.12
203,"San Agustín Acasaguastlán",12670,"Lámina metálica",10726,84.66
203,"San Agustín Acasaguastlán",12670,"Asbesto cemento",83,0.66
203,"San Agustín Acasaguastlán",12670,"Teja",145,1.14
203,"San Agustín Acasaguastlán",12670,"Paja, palma o similar",1017,8.03
203,"San Agustín Acasaguastlán",12670,"Material de desecho",6,0.05
203,"San Agustín Acasaguastlán",12670,"Otro",12,0.09
203,"San Agustín Acasaguastlán",12670,"No especificado",32,0.25
204,"San Cristóbal Acasaguastlán",2659,"Concreto",122,4.59
204,"San Cristóbal Acasaguastlán",2659,"Lámina metálica",2449,92.1
204,"San Cristóbal Acasaguastlán",2659,"Asbesto cemento",24,0.9
204,"San Cristóbal Acasaguastlán",2659,"Teja",31,1.17
204,"San Cristóbal Acasaguastlán",2659,"Paja, palma o similar",25,0.94
204,"San Cristóbal Acasaguastlán",2659,"Material de desecho",0,0
204,"San Cristóbal Acasaguastlán",2659,"Otro",7,0.26
204,"San Cristóbal Acasaguastlán",2659,"No especificado",1,0.04
205,"El Jícaro",4217,"Concreto",173,4.1
205,"El Jícaro",4217,"Lámina metálica",3909,92.7
205,"El Jícaro",4217,"Asbesto cemento",43,1.02
205,"El Jícaro",4217,"Teja",17,0.4
205,"El Jícaro",4217,"Paja, palma o similar",65,1.54
205,"El Jícaro",4217,"Material de desecho",0,0
205,"El Jícaro",4217,"Otro",5,0.12
205,"El Jícaro",4217,"No especificado",5,0.12
206,"Sansare",4107,"Concreto",457,11.13
206,"Sansare",4107,"Lámina metálica",3483,84.81
206,"Sansare",4107,"Asbesto cemento",16,0.39
206,"Sansare",4107,"Teja",125,3.04
206,"Sansare",4107,"Paja, palma o similar",4,0.1
206,"Sansare",4107,"Material de desecho",0,0
206,"Sansare",4107,"Otro",22,0.54
206,"Sansare",4107,"No especificado",0,0
207,"Sanarate",11498,"Concreto",3025,26.31
207,"Sanarate",11498,"Lámina metálica",7906,68.76
207,"Sanarate",11498,"Asbesto cemento",139,1.21
207,"Sanarate",11498,"Teja",330,2.87
207,"Sanarate",11498,"Paja, palma o similar",12,0.1
207,"Sanarate",11498,"Material de desecho",1,0.01
207,"Sanarate",11498,"Otro",46,0.4
207,"Sanarate",11498,"No especificado",39,0.34
208,"San Antonio la Paz",6241,"Concreto",675,10.82
208,"San Antonio la Paz",6241,"Lámina metálica",5473,87.69
208,"San Antonio la Paz",6241,"Asbesto cemento",31,0.5
208,"San Antonio la Paz",6241,"Teja",45,0.72
208,"San Antonio la Paz",6241,"Paja, palma o similar",6,0.1
208,"San Antonio la Paz",6241,"Material de desecho",1,0.02
208,"San Antonio la Paz",6241,"Otro",7,0.11
208,"San Antonio la Paz",6241,"No especificado",3,0.05
301,"Antigua Guatemala",14687,"Concreto",3067,20.88
301,"Antigua Guatemala",14687,"Lámina metálica",8228,56.02
301,"Antigua Guatemala",14687,"Asbesto cemento",166,1.13
301,"Antigua Guatemala",14687,"Teja",2516,17.13
301,"Antigua Guatemala",14687,"Paja, palma o similar",11,0.07
301,"Antigua Guatemala",14687,"Material de desecho",4,0.03
301,"Antigua Guatemala",14687,"Otro",179,1.22
301,"Antigua Guatemala",14687,"No especificado",516,3.51
302,"Jocotenango",5706,"Concreto",2382,41.75
302,"Jocotenango",5706,"Lámina metálica",2846,49.88
302,"Jocotenango",5706,"Asbesto cemento",30,0.53
302,"Jocotenango",5706,"Teja",159,2.79
302,"Jocotenango",5706,"Paja, palma o similar",0,0
302,"Jocotenango",5706,"Material de desecho",2,0.04
302,"Jocotenango",5706,"Otro",185,3.24
302,"Jocotenango",5706,"No especificado",102,1.79
303,"Pastores",4112,"Concreto",462,11.24
303,"Pastores",4112,"Lámina metálica",3600,87.55
303,"Pastores",4112,"Asbesto cemento",34,0.83
303,"Pastores",4112,"Teja",5,0.12
303,"Pastores",4112,"Paja, palma o similar",0,0
303,"Pastores",4112,"Material de desecho",0,0
303,"Pastores",4112,"Otro",11,0.27
303,"Pastores",4112,"No especificado",0,0
304,"Sumpango",10049,"Concreto",3172,31.57
304,"Sumpango",10049,"Lámina metálica",6482,64.5
304,"Sumpango",10049,"Asbesto cemento",173,1.72
304,"Sumpango",10049,"Teja",56,0.56
304,"Sumpango",10049,"Paja, palma o similar",2,0.02
304,"Sumpango",10049,"Material de desecho",1,0.01
304,"Sumpango",10049,"Otro",23,0.23
304,"Sumpango",10049,"No especificado",140,1.39
305,"Santo Domingo Xenacoj",3302,"Concreto",810,24.53
305,"Santo Domingo Xenacoj",3302,"Lámina metálica",2454,74.32
305,"Santo Domingo Xenacoj",3302,"Asbesto cemento",4,0.12
305,"Santo Domingo Xenacoj",3302,"Teja",4,0.12
305,"Santo Domingo Xenacoj",3302,"Paja, palma o similar",0,0
305,"Santo Domingo Xenacoj",3302,"Material de desecho",0,0
305,"Santo Domingo Xenacoj",3302,"Otro",27,0.82
305,"Santo Domingo Xenacoj",3302,"No especificado",3,0.09
306,"Santiago Sacatepéquez",7788,"Concreto",2793,35.86
306,"Santiago Sacatepéquez",7788,"Lámina metálica",4472,57.42
306,"Santiago Sacatepéquez",7788,"Asbesto cemento",49,0.63
306,"Santiago Sacatepéquez",7788,"Teja",172,2.21
306,"Santiago Sacatepéquez",7788,"Paja, palma o similar",3,0.04
306,"Santiago Sacatepéquez",7788,"Material de desecho",0,0
306,"Santiago Sacatepéquez",7788,"Otro",85,1.09
306,"Santiago Sacatepéquez",7788,"No especificado",214,2.75
307,"San Bartolomé Milpas Altas",1893,"Concreto",586,30.96
307,"San Bartolomé Milpas Altas",1893,"Lámina metálica",1286,67.93
307,"San Bartolomé Milpas Altas",1893,"Asbesto cemento",9,0.48
307,"San Bartolomé Milpas Altas",1893,"Teja",8,0.42
307,"San Bartolomé Milpas Altas",1893,"Paja, palma o similar",0,0
307,"San Bartolomé Milpas Altas",1893,"Material de desecho",0,0
307,"San Bartolomé Milpas Altas",1893,"Otro",4,0.21
307,"San Bartolomé Milpas Altas",1893,"No especificado",0,0
308,"San Lucas Sacatepéquez",7719,"Concreto",3797,49.19
308,"San Lucas Sacatepéquez",7719,"Lámina metálica",3467,44.92
308,"San Lucas Sacatepéquez",7719,"Asbesto cemento",148,1.92
308,"San Lucas Sacatepéquez",7719,"Teja",104,1.35
308,"San Lucas Sacatepéquez",7719,"Paja, palma o similar",3,0.04
308,"San Lucas Sacatepéquez",7719,"Material de desecho",1,0.01
308,"San Lucas Sacatepéquez",7719,"Otro",30,0.39
308,"San Lucas Sacatepéquez",7719,"No especificado",169,2.19
309,"Santa Lucía Milpas Altas",4740,"Concreto",1608,33.92
309,"Santa Lucía Milpas Altas",4740,"Lámina metálica",2891,60.99
309,"Santa Lucía Milpas Altas",4740,"Asbesto cemento",92,1.94
309,"Santa Lucía Milpas Altas",4740,"Teja",53,1.12
309,"Santa Lucía Milpas Altas",4740,"Paja, palma o similar",1,0.02
309,"Santa Lucía Milpas Altas",4740,"Material de desecho",0,0
309,"Santa Lucía Milpas Altas",4740,"Otro",30,0.63
309,"Santa Lucía Milpas Altas",4740,"No especificado",65,1.37
310,"Magdalena Milpas Altas",2717,"Concreto",585,21.53
310,"Magdalena Milpas Altas",2717,"Lámina metálica",2025,74.53
310,"Magdalena Milpas Altas",2717,"Asbesto cemento",23,0.85
310,"Magdalena Milpas Altas",2717,"Teja",41,1.51
310,"Magdalena Milpas Altas",2717,"Paja, palma o similar",1,0.04
310,"Magdalena Milpas Altas",2717,"Material de desecho",0,0
310,"Magdalena Milpas Altas",2717,"Otro",19,0.7
310,"Magdalena Milpas Altas",2717,"No especificado",23,0.85
311,"Santa María de Jesús",4774,"Concreto",1066,22.33
311,"Santa María de Jesús",4774,"Lámina metálica",3666,76.79
311,"Santa María de Jesús",4774,"Asbesto cemento",25,0.52
311,"Santa María de Jesús",4774,"Teja",3,0.06
311,"Santa María de Jesús",4774,"Paja, palma o similar",1,0.02
311,"Santa María de Jesús",4774,"Material de desecho",0,0
311,"Santa María de Jesús",4774,"Otro",13,0.27
311,"Santa María de Jesús",4774,"No especificado",0,0
312,"Ciudad Vieja",8658,"Concreto",2433,28.1
312,"Ciudad Vieja",8658,"Lámina metálica",5954,68.77
312,"Ciudad Vieja",8658,"Asbesto cemento",23,0.27
312,"Ciudad Vieja",8658,"Teja",21,0.24
312,"Ciudad Vieja",8658,"Paja, palma o similar",6,0.07
312,"Ciudad Vieja",8658,"Material de desecho",0,0
312,"Ciudad Vieja",8658,"Otro",24,0.28
312,"Ciudad Vieja",8658,"No especificado",197,2.28
313,"San Miguel Dueñas",3316,"Concreto",1095,33.02
313,"San Miguel Dueñas",3316,"Lámina metálica",2186,65.92
313,"San Miguel Dueñas",3316,"Asbesto cemento",4,0.12
313,"San Miguel Dueñas",3316,"Teja",26,0.78
313,"San Miguel Dueñas",3316,"Paja, palma o similar",1,0.03
313,"San Miguel Dueñas",3316,"Material de desecho",0,0
313,"San Miguel Dueñas",3316,"Otro",1,0.03
313,"San Miguel Dueñas",3316,"No especificado",3,0.09
314,"San Juan Alotenango",5239,"Concreto",853,16.28
314,"San Juan Alotenango",5239,"Lámina metálica",4093,78.13
314,"San Juan Alotenango",5239,"Asbesto cemento",47,0.9
314,"San Juan Alotenango",5239,"Teja",42,0.8
314,"San Juan Alotenango",5239,"Paja, palma o similar",3,0.06
314,"San Juan Alotenango",5239,"Material de desecho",0,0
314,"San Juan Alotenango",5239,"Otro",2,0.04
314,"San Juan Alotenango",5239,"No especificado",199,3.8
315,"San Antonio Aguas Calientes",2689,"Concreto",593,22.05
315,"San Antonio Aguas Calientes",2689,"Lámina metálica",2075,77.17
315,"San Antonio Aguas Calientes",2689,"Asbesto cemento",3,0.11
315,"San Antonio Aguas Calientes",2689,"Teja",3,0.11
315,"San Antonio Aguas Calientes",2689,"Paja, palma o similar",3,0.11
315,"San Antonio Aguas Calientes",2689,"Material de desecho",0,0
315,"San Antonio Aguas Calientes",2689,"Otro",10,0.37
315,"San Antonio Aguas Calientes",2689,"No especificado",2,0.07
316,"Santa Catarina Barahona",984,"Concreto",154,15.65
316,"Santa Catarina Barahona",984,"Lámina metálica",817,83.03
316,"Santa Catarina Barahona",984,"Asbesto cemento",0,0
316,"Santa Catarina Barahona",984,"Teja",4,0.41
316,"Santa Catarina Barahona",984,"Paja, palma o similar",0,0
316,"Santa Catarina Barahona",984,"Material de desecho",0,0
316,"Santa Catarina Barahona",984,"Otro",9,0.91
316,"Santa Catarina Barahona",984,"No especificado",0,0
401,"Chimaltenango",24729,"Concreto",8537,34.52
401,"Chimaltenango",24729,"Lámina metálica",15675,63.39
401,"Chimaltenango",24729,"Asbesto cemento",152,0.61
401,"Chimaltenango",24729,"Teja",63,0.25
401,"Chimaltenango",24729,"Paja, palma o similar",17,0.07
401,"Chimaltenango",24729,"Material de desecho",8,0.03
401,"Chimaltenango",24729,"Otro",68,0.27
401,"Chimaltenango",24729,"No especificado",209,0.85
402,"San José Poaquil",6159,"Concreto",1071,17.39
402,"San José Poaquil",6159,"Lámina metálica",5049,81.98
402,"San José Poaquil",6159,"Asbesto cemento",19,0.31
402,"San José Poaquil",6159,"Teja",10,0.16
402,"San José Poaquil",6159,"Paja, palma o similar",2,0.03
402,"San José Poaquil",6159,"Material de desecho",0,0
402,"San José Poaquil",6159,"Otro",6,0.1
402,"San José Poaquil",6159,"No especificado",2,0.03
403,"San Martín Jilotepeque",18953,"Concreto",2689,14.19
403,"San Martín Jilotepeque",18953,"Lámina metálica",15928,84.04
403,"San Martín Jilotepeque",18953,"Asbesto cemento",120,0.63
403,"San Martín Jilotepeque",18953,"Teja",127,0.67
403,"San Martín Jilotepeque",18953,"Paja, palma o similar",5,0.03
403,"San Martín Jilotepeque",18953,"Material de desecho",0,0
403,"San Martín Jilotepeque",18953,"Otro",10,0.05
403,"San Martín Jilotepeque",18953,"No especificado",74,0.39
404,"San Juan Comalapa",11488,"Concreto",2335,20.33
404,"San Juan Comalapa",11488,"Lámina metálica",8996,78.31
404,"San Juan Comalapa",11488,"Asbesto cemento",77,0.67
404,"San Juan Comalapa",11488,"Teja",55,0.48
404,"San Juan Comalapa",11488,"Paja, palma o similar",3,0.03
404,"San Juan Comalapa",11488,"Material de desecho",2,0.02
404,"San Juan Comalapa",11488,"Otro",12,0.1
404,"San Juan Comalapa",11488,"No especificado",8,0.07
405,"Santa Apolonia",3625,"Concreto",405,11.17
405,"Santa Apolonia",3625,"Lámina metálica",3144,86.73
405,"Santa Apolonia",3625,"Asbesto cemento",51,1.41
405,"Santa Apolonia",3625,"Teja",18,0.5
405,"Santa Apolonia",3625,"Paja, palma o similar",3,0.08
405,"Santa Apolonia",3625,"Material de desecho",1,0.03
405,"Santa Apolonia",3625,"Otro",1,0.03
405,"Santa Apolonia",3625,"No especificado",2,0.06
406,"Tecpán Guatemala",18140,"Concreto",2636,14.53
406,"Tecpán Guatemala",18140,"Lámina metálica",15258,84.11
406,"Tecpán Guatemala",18140,"Asbesto cemento",94,0.52
406,"Tecpán Guatemala",18140,"Teja",57,0.31
406,"Tecpán Guatemala",18140,"Paja, palma o similar",7,0.04
406,"Tecpán Guatemala",18140,"Material de desecho",1,0.01
406,"Tecpán Guatemala",18140,"Otro",45,0.25
406,"Tecpán Guatemala",18140,"No especificado",42,0.23
407,"Patzún",13619,"Concreto",3580,26.29
407,"Patzún",13619,"Lámina metálica",9762,71.68
407,"Patzún",13619,"Asbesto cemento",42,0.31
407,"Patzún",13619,"Teja",128,0.94
407,"Patzún",13619,"Paja, palma o similar",7,0.05
407,"Patzún",13619,"Material de desecho",0,0
407,"Patzún",13619,"Otro",81,0.59
407,"Patzún",13619,"No especificado",19,0.14
408,"San Miguel Pochuta",1983,"Concreto",209,10.54
408,"San Miguel Pochuta",1983,"Lámina metálica",1721,86.79
408,"San Miguel Pochuta",1983,"Asbesto cemento",11,0.55
408,"San Miguel Pochuta",1983,"Teja",32,1.61
408,"San Miguel Pochuta",1983,"Paja, palma o similar",0,0
408,"San Miguel Pochuta",1983,"Material de desecho",0,0
408,"San Miguel Pochuta",1983,"Otro",6,0.3
408,"San Miguel Pochuta",1983,"No especificado",4,0.2
409,"Patzicía",7768,"Concreto",1567,20.17
409,"Patzicía",7768,"Lámina metálica",6108,78.63
409,"Patzicía",7768,"Asbesto cemento",25,0.32
409,"Patzicía",7768,"Teja",5,0.06
409,"Patzicía",7768,"Paja, palma o similar",4,0.05
409,"Patzicía",7768,"Material de desecho",1,0.01
409,"Patzicía",7768,"Otro",43,0.55
409,"Patzicía",7768,"No especificado",15,0.19
410,"Santa Cruz Balanyá",2327,"Concreto",327,14.05
410,"Santa Cruz Balanyá",2327,"Lámina metálica",1958,84.14
410,"Santa Cruz Balanyá",2327,"Asbesto cemento",35,1.5
410,"Santa Cruz Balanyá",2327,"Teja",3,0.13
410,"Santa Cruz Balanyá",2327,"Paja, palma o similar",0,0
410,"Santa Cruz Balanyá",2327,"Material de desecho",0,0
410,"Santa Cruz Balanyá",2327,"Otro",3,0.13
410,"Santa Cruz Balanyá",2327,"No especificado",1,0.04
411,"Acatenango",5654,"Concreto",1179,20.85
411,"Acatenango",5654,"Lámina metálica",4408,77.96
411,"Acatenango",5654,"Asbesto cemento",13,0.23
411,"Acatenango",5654,"Teja",17,0.3
411,"Acatenango",5654,"Paja, palma o similar",0,0
411,"Acatenango",5654,"Material de desecho",0,0
411,"Acatenango",5654,"Otro",7,0.12
411,"Acatenango",5654,"No especificado",30,0.53
412,"San Pedro Yepocapa",7432,"Concreto",1463,19.69
412,"San Pedro Yepocapa",7432,"Lámina metálica",5920,79.66
412,"San Pedro Yepocapa",7432,"Asbesto cemento",20,0.27
412,"San Pedro Yepocapa",7432,"Teja",4,0.05
412,"San Pedro Yepocapa",7432,"Paja, palma o similar",4,0.05
412,"San Pedro Yepocapa",7432,"Material de desecho",0,0
412,"San Pedro Yepocapa",7432,"Otro",10,0.13
412,"San Pedro Yepocapa",7432,"No especificado",11,0.15
413,"San Andrés Itzapa",7689,"Concreto",1995,25.95
413,"San Andrés Itzapa",7689,"Lámina metálica",5614,73.01
413,"San Andrés Itzapa",7689,"Asbesto cemento",14,0.18
413,"San Andrés Itzapa",7689,"Teja",1,0.01
413,"San Andrés Itzapa",7689,"Paja, palma o similar",4,0.05
413,"San Andrés Itzapa",7689,"Material de desecho",0,0
413,"San Andrés Itzapa",7689,"Otro",49,0.64
413,"San Andrés Itzapa",7689,"No especificado",12,0.16
414,"Parramos",3912,"Concreto",647,16.54
414,"Parramos",3912,"Lámina metálica",3201,81.83
414,"Parramos",3912,"Asbesto cemento",32,0.82
414,"Parramos",3912,"Teja",12,0.31
414,"Parramos",3912,"Paja, palma o similar",0,0
414,"Parramos",3912,"Material de desecho",0,0
414,"Parramos",3912,"Otro",16,0.41
414,"Parramos",3912,"No especificado",4,0.1
415,"Zaragoza",6436,"Concreto",1995,31
415,"Zaragoza",6436,"Lámina metálica",4378,68.02
415,"Zaragoza",6436,"Asbesto cemento",7,0.11
415,"Zaragoza",6436,"Teja",6,0.09
415,"Zaragoza",6436,"Paja, palma o similar",1,0.02
415,"Zaragoza",6436,"Material de desecho",1,0.02
415,"Zaragoza",6436,"Otro",6,0.09
415,"Zaragoza",6436,"No especificado",42,0.65
416,"El Tejar",4930,"Concreto",1547,31.38
416,"El Tejar",4930,"Lámina metálica",3352,67.99
416,"El Tejar",4930,"Asbesto cemento",13,0.26
416,"El Tejar",4930,"Teja",9,0.18
416,"El Tejar",4930,"Paja, palma o similar",0,0
416,"El Tejar",4930,"Material de desecho",2,0.04
416,"El Tejar",4930,"Otro",6,0.12
416,"El Tejar",4930,"No especificado",1,0.02
501,"Escuintla",43995,"Concreto",8682,19.73
501,"Escuintla",43995,"Lámina metálica",34269,77.89
501,"Escuintla",43995,"Asbesto cemento",316,0.72
501,"Escuintla",43995,"Teja",170,0.39
501,"Escuintla",43995,"Paja, palma o similar",26,0.06
501,"Escuintla",43995,"Material de desecho",15,0.03
501,"Escuintla",43995,"Otro",111,0.25
501,"Escuintla",43995,"No especificado",406,0.92
502,"Santa Lucía Cotzumalguapa",28991,"Concreto",3567,12.3
502,"Santa Lucía Cotzumalguapa",28991,"Lámina metálica",24863,85.76
502,"Santa Lucía Cotzumalguapa",28991,"Asbesto cemento",139,0.48
502,"Santa Lucía Cotzumalguapa",28991,"Teja",233,0.8
502,"Santa Lucía Cotzumalguapa",28991,"Paja, palma o similar",37,0.13
502,"Santa Lucía Cotzumalguapa",28991,"Material de desecho",14,0.05
502,"Santa Lucía Cotzumalguapa",28991,"Otro",30,0.1
502,"Santa Lucía Cotzumalguapa",28991,"No especificado",108,0.37
503,"La Democracia",6517,"Concreto",327,5.02
503,"La Democracia",6517,"Lámina metálica",6083,93.34
503,"La Democracia",6517,"Asbesto cemento",18,0.28
503,"La Democracia",6517,"Teja",52,0.8
503,"La Democracia",6517,"Paja, palma o similar",11,0.17
503,"La Democracia",6517,"Material de desecho",3,0.05
503,"La Democracia",6517,"Otro",20,0.31
503,"La Democracia",6517,"No especificado",3,0.05
504,"Siquinalá",6214,"Concreto",437,7.03
504,"Siquinalá",6214,"Lámina metálica",5671,91.26
504,"Siquinalá",6214,"Asbesto cemento",54,0.87
