"Código","Municipio","Total de viviendas particulares","Material Predominante de la Pared","Cantidad de Viviendas","Porcentaje de Viviendas Particulares"
1202,"San Pedro Sacatepéquez",22056,"Lamina metálica",174,0.79
1202,"San Pedro Sacatepéquez",22056,"Bajareque",195,0.88
1202,"San Pedro Sacatepéquez",22056,"Lepa, palo o caña",15,0.07
1202,"San Pedro Sacatepéquez",22056,"Material de desecho",0,0
1202,"San Pedro Sacatepéquez",22056,"Otro",59,0.27
1202,"San Pedro Sacatepéquez",22056,"No especificado",21,0.1
1203,"San Antonio Sacatepéquez",5368,"Ladrillo",42,0.78
1203,"San Antonio Sacatepéquez",5368,"Block",4278,79.69
1203,"San Antonio Sacatepéquez",5368,"Concreto",55,1.02
1203,"San Antonio Sacatepéquez",5368,"Adobe",772,14.38
1203,"San Antonio Sacatepéquez",5368,"Madera",135,2.51
1203,"San Antonio Sacatepéquez",5368,"Lamina metálica",58,1.08
1203,"San Antonio Sacatepéquez",5368,"Bajareque",13,0.24
1203,"San Antonio Sacatepéquez",5368,"Lepa, palo o caña",5,0.09
1203,"San Antonio Sacatepéquez",5368,"Material de desecho",1,0.02
1203,"San Antonio Sacatepéquez",5368,"Otro",5,0.09
1203,"San Antonio Sacatepéquez",5368,"No especificado",4,0.07
1204,"Comitancillo",14228,"Ladrillo",38,0.27
1204,"Comitancillo",14228,"Block",2140,15.04
1204,"Comitancillo",14228,"Concreto",608,4.27
1204,"Comitancillo",14228,"Adobe",11069,77.8
1204,"Comitancillo",14228,"Madera",144,1.01
1204,"Comitancillo",14228,"Lamina metálica",112,0.79
1204,"Comitancillo",14228,"Bajareque",29,0.2
1204,"Comitancillo",14228,"Lepa, palo o caña",21,0.15
1204,"Comitancillo",14228,"Material de desecho",3,0.02
1204,"Comitancillo",14228,"Otro",13,0.09
1204,"Comitancillo",14228,"No especificado",51,0.36
1205,"San Miguel Ixtahuacán",12810,"Ladrillo",17,0.13
1205,"San Miguel Ixtahuacán",12810,"Block",2209,17.24
1205,"San Miguel Ixtahuacán",12810,"Concreto",201,1.57
1205,"San Miguel Ixtahuacán",12810,"Adobe",9802,76.52
1205,"San Miguel Ixtahuacán",12810,"Madera",467,3.65
1205,"San Miguel Ixtahuacán",12810,"Lamina metálica",42,0.33
1205,"San Miguel Ixtahuacán",12810,"Bajareque",24,0.19
1205,"San Miguel Ixtahuacán",12810,"Lepa, palo o caña",17,0.13
1205,"San Miguel Ixtahuacán",12810,"Material de desecho",5,0.04
1205,"San Miguel Ixtahuacán",12810,"Otro",4,0.03
1205,"San Miguel Ixtahuacán",12810,"No especificado",22,0.17
1206,"Concepción Tutuapa",19722,"Ladrillo",33,0.17
1206,"Concepción Tutuapa",19722,"Block",2880,14.6
1206,"Concepción Tutuapa",19722,"Concreto",294,1.49
1206,"Concepción Tutuapa",19722,"Adobe",14851,75.3
1206,"Concepción Tutuapa",19722,"Madera",1478,7.49
1206,"Concepción Tutuapa",19722,"Lamina metálica",75,0.38
1206,"Concepción Tutuapa",19722,"Bajareque",34,0.17
1206,"Concepción Tutuapa",19722,"Lepa, palo o caña",23,0.12
1206,"Concepción Tutuapa",19722,"Material de desecho",2,0.01
1206,"Concepción Tutuapa",19722,"Otro",3,0.02
1206,"Concepción Tutuapa",19722,"No especificado",49,0.25
1207,"Tacaná",15363,"Ladrillo",218,1.42
1207,"Tacaná",15363,"Block",4759,30.98
1207,"Tacaná",15363,"Concreto",787,5.12
1207,"Tacaná",15363,"Adobe",8757,57
1207,"Tacaná",15363,"Madera",610,3.97
1207,"Tacaná",15363,"Lamina metálica",164,1.07
1207,"Tacaná",15363,"Bajareque",2,0.01
1207,"Tacaná",15363,"Lepa, palo o caña",51,0.33
1207,"Tacaná",15363,"Material de desecho",4,0.03
1207,"Tacaná",15363,"Otro",4,0.03
1207,"Tacaná",15363,"No especificado",7,0.05
1208,"Sibinal",3681,"Ladrillo",38,1.03
1208,"Sibinal",3681,"Block",2344,63.68
1208,"Sibinal",3681,"Concreto",105,2.85
1208,"Sibinal",3681,"Adobe",309,8.39
1208,"Sibinal",3681,"Madera",807,21.92
1208,"Sibinal",3681,"Lamina metálica",39,1.06
1208,"Sibinal",3681,"Bajareque",2,0.05
1208,"Sibinal",3681,"Lepa, palo o caña",4,0.11
1208,"Sibinal",3681,"Material de desecho",1,0.03
1208,"Sibinal",3681,"Otro",30,0.81
1208,"Sibinal",3681,"No especificado",2,0.05
1209,"Tajumulco",11935,"Ladrillo",59,0.49
1209,"Tajumulco",11935,"Block",4796,40.18
1209,"Tajumulco",11935,"Concreto",1161,9.73
1209,"Tajumulco",11935,"Adobe",1652,13.84
1209,"Tajumulco",11935,"Madera",3732,31.27
1209,"Tajumulco",11935,"Lamina metálica",336,2.82
1209,"Tajumulco",11935,"Bajareque",12,0.1
1209,"Tajumulco",11935,"Lepa, palo o caña",16,0.13
1209,"Tajumulco",11935,"Material de desecho",9,0.08
1209,"Tajumulco",11935,"Otro",19,0.16
1209,"Tajumulco",11935,"No especificado",143,1.2
1210,"Tejutla",10482,"Ladrillo",56,0.53
1210,"Tejutla",10482,"Block",2951,28.15
1210,"Tejutla",10482,"Concreto",527,5.03
1210,"Tejutla",10482,"Adobe",6609,63.05
1210,"Tejutla",10482,"Madera",247,2.36
1210,"Tejutla",10482,"Lamina metálica",76,0.73
1210,"Tejutla",10482,"Bajareque",2,0.02
1210,"Tejutla",10482,"Lepa, palo o caña",3,0.03
1210,"Tejutla",10482,"Material de desecho",2,0.02
1210,"Tejutla",10482,"Otro",2,0.02
1210,"Tejutla",10482,"No especificado",7,0.07
1211,"San Rafael Pie de la Cuesta",4508,"Ladrillo",32,0.71
1211,"San Rafael Pie de la Cuesta",4508,"Block",3538,78.48
1211,"San Rafael Pie de la Cuesta",4508,"Concreto",288,6.39
1211,"San Rafael Pie de la Cuesta",4508,"Adobe",9,0.2
1211,"San Rafael Pie de la Cuesta",4508,"Madera",485,10.76
1211,"San Rafael Pie de la Cuesta",4508,"Lamina metálica",145,3.22
1211,"San Rafael Pie de la Cuesta",4508,"Bajareque",1,0.02
1211,"San Rafael Pie de la Cuesta",4508,"Lepa, palo o caña",1,0.02
1211,"San Rafael Pie de la Cuesta",4508,"Material de desecho",0,0
1211,"San Rafael Pie de la Cuesta",4508,"Otro",6,0.13
1211,"San Rafael Pie de la Cuesta",4508,"No especificado",3,0.07
1212,"Nuevo Progreso",7683,"Ladrillo",13,0.17
1212,"Nuevo Progreso",7683,"Block",3958,51.52
1212,"Nuevo Progreso",7683,"Concreto",437,5.69
1212,"Nuevo Progreso",7683,"Adobe",37,0.48
1212,"Nuevo Progreso",7683,"Madera",2878,37.46
1212,"Nuevo Progreso",7683,"Lamina metálica",258,3.36
1212,"Nuevo Progreso",7683,"Bajareque",11,0.14
1212,"Nuevo Progreso",7683,"Lepa, palo o caña",65,0.85
1212,"Nuevo Progreso",7683,"Material de desecho",4,0.05
1212,"Nuevo Progreso",7683,"Otro",14,0.18
1212,"Nuevo Progreso",7683,"No especificado",8,0.1
1213,"El Tumbador",10385,"Ladrillo",62,0.6
1213,"El Tumbador",10385,"Block",4505,43.38
1213,"El Tumbador",10385,"Concreto",757,7.29
1213,"El Tumbador",10385,"Adobe",78,0.75
1213,"El Tumbador",10385,"Madera",4280,41.21
1213,"El Tumbador",10385,"Lamina metálica",575,5.54
1213,"El Tumbador",10385,"Bajareque",2,0.02
1213,"El Tumbador",10385,"Lepa, palo o caña",49,0.47
1213,"El Tumbador",10385,"Material de desecho",6,0.06
1213,"El Tumbador",10385,"Otro",57,0.55
1213,"El Tumbador",10385,"No especificado",14,0.13
1214,"San José el Rodeo",4541,"Ladrillo",4,0.09
1214,"San José el Rodeo",4541,"Block",1111,24.47
1214,"San José el Rodeo",4541,"Concreto",1400,30.83
1214,"San José el Rodeo",4541,"Adobe",16,0.35
1214,"San José el Rodeo",4541,"Madera",1886,41.53
1214,"San José el Rodeo",4541,"Lamina metálica",87,1.92
1214,"San José el Rodeo",4541,"Bajareque",1,0.02
1214,"San José el Rodeo",4541,"Lepa, palo o caña",23,0.51
1214,"San José el Rodeo",4541,"Material de desecho",1,0.02
1214,"San José el Rodeo",4541,"Otro",8,0.18
1214,"San José el Rodeo",4541,"No especificado",4,0.09
1215,"Malacatán",24302,"Ladrillo",131,0.54
1215,"Malacatán",24302,"Block",12308,50.65
1215,"Malacatán",24302,"Concreto",7063,29.06
1215,"Malacatán",24302,"Adobe",128,0.53
1215,"Malacatán",24302,"Madera",3810,15.68
1215,"Malacatán",24302,"Lamina metálica",547,2.25
1215,"Malacatán",24302,"Bajareque",9,0.04
1215,"Malacatán",24302,"Lepa, palo o caña",132,0.54
1215,"Malacatán",24302,"Material de desecho",7,0.03
1215,"Malacatán",24302,"Otro",51,0.21
1215,"Malacatán",24302,"No especificado",116,0.48
1216,"Catarina",8779,"Ladrillo",33,0.38
1216,"Catarina",8779,"Block",5247,59.77
1216,"Catarina",8779,"Concreto",2161,24.62
1216,"Catarina",8779,"Adobe",103,1.17
1216,"Catarina",8779,"Madera",1099,12.52
1216,"Catarina",8779,"Lamina metálica",90,1.03
1216,"Catarina",8779,"Bajareque",7,0.08
1216,"Catarina",8779,"Lepa, palo o caña",18,0.21
1216,"Catarina",8779,"Material de desecho",2,0.02
1216,"Catarina",8779,"Otro",10,0.11
1216,"Catarina",8779,"No especificado",9,0.1
1217,"Ayutla",10581,"Ladrillo",124,1.17
1217,"Ayutla",10581,"Block",5724,54.1
1217,"Ayutla",10581,"Concreto",3237,30.59
1217,"Ayutla",10581,"Adobe",26,0.25
1217,"Ayutla",10581,"Madera",654,6.18
1217,"Ayutla",10581,"Lamina metálica",476,4.5
1217,"Ayutla",10581,"Bajareque",62,0.59
1217,"Ayutla",10581,"Lepa, palo o caña",24,0.23
1217,"Ayutla",10581,"Material de desecho",21,0.2
1217,"Ayutla",10581,"Otro",216,2.04
1217,"Ayutla",10581,"No especificado",17,0.16
1218,"Ocós",3228,"Ladrillo",5,0.15
1218,"Ocós",3228,"Block",2441,75.62
1218,"Ocós",3228,"Concreto",209,6.47
1218,"Ocós",3228,"Adobe",6,0.19
1218,"Ocós",3228,"Madera",269,8.33
1218,"Ocós",3228,"Lamina metálica",49,1.52
1218,"Ocós",3228,"Bajareque",4,0.12
1218,"Ocós",3228,"Lepa, palo o caña",215,6.66
1218,"Ocós",3228,"Material de desecho",5,0.15
1218,"Ocós",3228,"Otro",19,0.59
1218,"Ocós",3228,"No especificado",6,0.19
1219,"San Pablo",12642,"Ladrillo",48,0.38
1219,"San Pablo",12642,"Block",7401,58.54
1219,"San Pablo",12642,"Concreto",2030,16.06
1219,"San Pablo",12642,"Adobe",30,0.24
1219,"San Pablo",12642,"Madera",2609,20.64
1219,"San Pablo",12642,"Lamina metálica",436,3.45
1219,"San Pablo",12642,"Bajareque",13,0.1
1219,"San Pablo",12642,"Lepa, palo o caña",29,0.23
1219,"San Pablo",12642,"Material de desecho",14,0.11
1219,"San Pablo",12642,"Otro",16,0.13
1219,"San Pablo",12642,"No especificado",16,0.13
1220,"El Quetzal",5926,"Ladrillo",10,0.17
1220,"El Quetzal",5926,"Block",1499,25.3
1220,"El Quetzal",5926,"Concreto",3109,52.46
1220,"El Quetzal",5926,"Adobe",16,0.27
1220,"El Quetzal",5926,"Madera",833,14.06
1220,"El Quetzal",5926,"Lamina metálica",292,4.93
1220,"El Quetzal",5926,"Bajareque",6,0.1
1220,"El Quetzal",5926,"Lepa, palo o caña",68,1.15
1220,"El Quetzal",5926,"Material de desecho",8,0.13
1220,"El Quetzal",5926,"Otro",83,1.4
1220,"El Quetzal",5926,"No especificado",2,0.03
1221,"La Reforma",4369,"Ladrillo",11,0.25
1221,"La Reforma",4369,"Block",796,18.22
1221,"La Reforma",4369,"Concreto",2046,46.83
1221,"La Reforma",4369,"Adobe",7,0.16
1221,"La Reforma",4369,"Madera",877,20.07
1221,"La Reforma",4369,"Lamina metálica",573,13.12
1221,"La Reforma",4369,"Bajareque",1,0.02
1221,"La Reforma",4369,"Lepa, palo o caña",20,0.46
1221,"La Reforma",4369,"Material de desecho",1,0.02
1221,"La Reforma",4369,"Otro",35,0.8
1221,"La Reforma",4369,"No especificado",2,0.05
1222,"Pajapita",5900,"Ladrillo",14,0.24
1222,"Pajapita",5900,"Block",930,15.76
1222,"Pajapita",5900,"Concreto",3681,62.39
1222,"Pajapita",5900,"Adobe",30,0.51
1222,"Pajapita",5900,"Madera",1005,17.03
1222,"Pajapita",5900,"Lamina metálica",198,3.36
1222,"Pajapita",5900,"Bajareque",0,0
1222,"Pajapita",5900,"Lepa, palo o caña",22,0.37
1222,"Pajapita",5900,"Material de desecho",1,0.02
1222,"Pajapita",5900,"Otro",8,0.14
1222,"Pajapita",5900,"No especificado",11,0.19
1223,"Ixchiguán",6172,"Ladrillo",65,1.05
1223,"Ixchiguán",6172,"Block",3416,55.35
1223,"Ixchiguán",6172,"Concreto",205,3.32
1223,"Ixchiguán",6172,"Adobe",2208,35.77
1223,"Ixchiguán",6172,"Madera",151,2.45
1223,"Ixchiguán",6172,"Lamina metálica",105,1.7
1223,"Ixchiguán",6172,"Bajareque",13,0.21
1223,"Ixchiguán",6172,"Lepa, palo o caña",0,0
1223,"Ixchiguán",6172,"Material de desecho",0,0
1223,"Ixchiguán",6172,"Otro",5,0.08
1223,"Ixchiguán",6172,"No especificado",4,0.06
1224,"San José Ojetenam",5409,"Ladrillo",51,0.94
1224,"San José Ojetenam",5409,"Block",1552,28.69
1224,"San José Ojetenam",5409,"Concreto",70,1.29
1224,"San José Ojetenam",5409,"Adobe",3644,67.37
1224,"San José Ojetenam",5409,"Madera",63,1.16
1224,"San José Ojetenam",5409,"Lamina metálica",17,0.31
1224,"San José Ojetenam",5409,"Bajareque",0,0
1224,"San José Ojetenam",5409,"Lepa, palo o caña",0,0
1224,"San José Ojetenam",5409,"Material de desecho",0,0
1224,"San José Ojetenam",5409,"Otro",1,0.02
1224,"San José Ojetenam",5409,"No especificado",11,0.2
1225,"San Cristóbal Cucho",4842,"Ladrillo",72,1.49
1225,"San Cristóbal Cucho",4842,"Block",4098,84.63
1225,"San Cristóbal Cucho",4842,"Concreto",169,3.49
1225,"San Cristóbal Cucho",4842,"Adobe",51,1.05
1225,"San Cristóbal Cucho",4842,"Madera",391,8.08
1225,"San Cristóbal Cucho",4842,"Lamina metálica",40,0.83
1225,"San Cristóbal Cucho",4842,"Bajareque",14,0.29
1225,"San Cristóbal Cucho",4842,"Lepa, palo o caña",3,0.06
1225,"San Cristóbal Cucho",4842,"Material de desecho",0,0
1225,"San Cristóbal Cucho",4842,"Otro",3,0.06
1225,"San Cristóbal Cucho",4842,"No especificado",1,0.02
1226,"Sipacapa",5734,"Ladrillo",14,0.24
1226,"Sipacapa",5734,"Block",965,16.83
1226,"Sipacapa",5734,"Concreto",62,1.08
1226,"Sipacapa",5734,"Adobe",4511,78.67
1226,"Sipacapa",5734,"Madera",126,2.2
1226,"Sipacapa",5734,"Lamina metálica",28,0.49
1226,"Sipacapa",5734,"Bajareque",1,0.02
1226,"Sipacapa",5734,"Lepa, palo o caña",15,0.26
1226,"Sipacapa",5734,"Material de desecho",0,0
1226,"Sipacapa",5734,"Otro",1,0.02
1226,"Sipacapa",5734,"No especificado",11,0.19
1227,"Esquipulas Palo Gordo",3377,"Ladrillo",31,0.92
1227,"Esquipulas Palo Gordo",3377,"Block",2910,86.17
1227,"Esquipulas Palo Gordo",3377,"Concreto",17,0.5
1227,"Esquipulas Palo Gordo",3377,"Adobe",27,0.8
1227,"Esquipulas Palo Gordo",3377,"Madera",355,10.51
1227,"Esquipulas Palo Gordo",3377,"Lamina metálica",19,0.56
1227,"Esquipulas Palo Gordo",3377,"Bajareque",0,0
1227,"Esquipulas Palo Gordo",3377,"Lepa, palo o caña",2,0.06
1227,"Esquipulas Palo Gordo",3377,"Material de desecho",0,0
1227,"Esquipulas Palo Gordo",3377,"Otro",12,0.36
1227,"Esquipulas Palo Gordo",3377,"No especificado",4,0.12
1228,"Río Blanco",1723,"Ladrillo",12,0.7
1228,"Río Blanco",1723,"Block",1072,62.22
1228,"Río Blanco",1723,"Concreto",9,0.52
1228,"Río Blanco",1723,"Adobe",491,28.5
1228,"Río Blanco",1723,"Madera",36,2.09
1228,"Río Blanco",1723,"Lamina metálica",15,0.87
1228,"Río Blanco",1723,"Bajareque",14,0.81
1228,"Río Blanco",1723,"Lepa, palo o caña",72,4.18
1228,"Río Blanco",1723,"Material de desecho",0,0
1228,"Río Blanco",1723,"Otro",0,0
1228,"Río Blanco",1723,"No especificado",2,0.12
1229,"San Lorenzo",3394,"Ladrillo",8,0.24
1229,"San Lorenzo",3394,"Block",2004,59.05
1229,"San Lorenzo",3394,"Concreto",37,1.09
1229,"San Lorenzo",3394,"Adobe",1229,36.21
1229,"San Lorenzo",3394,"Madera",56,1.65
1229,"San Lorenzo",3394,"Lamina metálica",32,0.94
1229,"San Lorenzo",3394,"Bajareque",22,0.65
1229,"San Lorenzo",3394,"Lepa, palo o caña",2,0.06
1229,"San Lorenzo",3394,"Material de desecho",1,0.03
1229,"San Lorenzo",3394,"Otro",1,0.03
1229,"San Lorenzo",3394,"No especificado",2,0.06
1230,"La Blanca",8055,"Ladrillo",12,0.15
1230,"La Blanca",8055,"Block",5941,73.76
1230,"La Blanca",8055,"Concreto",517,6.42
1230,"La Blanca",8055,"Adobe",15,0.19
1230,"La Blanca",8055,"Madera",670,8.32
1230,"La Blanca",8055,"Lamina metálica",155,1.92
1230,"La Blanca",8055,"Bajareque",10,0.12
1230,"La Blanca",8055,"Lepa, palo o caña",574,7.13
1230,"La Blanca",8055,"Material de desecho",51,0.63
1230,"La Blanca",8055,"Otro",84,1.04
1230,"La Blanca",8055,"No especificado",26,0.32
1301,"Huehuetenango",32397,"Ladrillo",833,2.57
1301,"Huehuetenango",32397,"Block",20762,64.09
1301,"Huehuetenango",32397,"Concreto",857,2.65
1301,"Huehuetenango",32397,"Adobe",9073,28.01
1301,"Huehuetenango",32397,"Madera",286,0.88
1301,"Huehuetenango",32397,"Lamina metálica",380,1.17
1301,"Huehuetenango",32397,"Bajareque",0,0
1301,"Huehuetenango",32397,"Lepa, palo o caña",14,0.04
1301,"Huehuetenango",32397,"Material de desecho",4,0.01
1301,"Huehuetenango",32397,"Otro",48,0.15
1301,"Huehuetenango",32397,"No especificado",140,0.43
1302,"Chiantla",19758,"Ladrillo",166,0.84
1302,"Chiantla",19758,"Block",6476,32.78
1302,"Chiantla",19758,"Concreto",630,3.19
1302,"Chiantla",19758,"Adobe",9389,47.52
1302,"Chiantla",19758,"Madera",2591,13.11
1302,"Chiantla",19758,"Lamina metálica",94,0.48
1302,"Chiantla",19758,"Bajareque",14,0.07
1302,"Chiantla",19758,"Lepa, palo o caña",57,0.29
1302,"Chiantla",19758,"Material de desecho",1,0.01
1302,"Chiantla",19758,"Otro",321,1.62
1302,"Chiantla",19758,"No especificado",19,0.1
1303,"Malacatancito",5805,"Ladrillo",19,0.33
1303,"Malacatancito",5805,"Block",1820,31.35
1303,"Malacatancito",5805,"Concreto",101,1.74
1303,"Malacatancito",5805,"Adobe",3603,62.07
1303,"Malacatancito",5805,"Madera",115,1.98
1303,"Malacatancito",5805,"Lamina metálica",31,0.53
1303,"Malacatancito",5805,"Bajareque",1,0.02
1303,"Malacatancito",5805,"Lepa, palo o caña",29,0.5
1303,"Malacatancito",5805,"Material de desecho",1,0.02
1303,"Malacatancito",5805,"Otro",1,0.02
1303,"Malacatancito",5805,"No especificado",84,1.45
1304,"Cuilco",16311,"Ladrillo",82,0.5
1304,"Cuilco",16311,"Block",4557,27.94
1304,"Cuilco",16311,"Concreto",289,1.77
1304,"Cuilco",16311,"Adobe",10202,62.55
1304,"Cuilco",16311,"Madera",993,6.09
1304,"Cuilco",16311,"Lamina metálica",117,0.72
1304,"Cuilco",16311,"Bajareque",8,0.05
1304,"Cuilco",16311,"Lepa, palo o caña",33,0.2
1304,"Cuilco",16311,"Material de desecho",4,0.02
1304,"Cuilco",16311,"Otro",17,0.1
1304,"Cuilco",16311,"No especificado",9,0.06
1305,"Nentón",10383,"Ladrillo",17,0.16
1305,"Nentón",10383,"Block",4547,43.79
1305,"Nentón",10383,"Concreto",337,3.25
1305,"Nentón",10383,"Adobe",1638,15.78
1305,"Nentón",10383,"Madera",2982,28.72
1305,"Nentón",10383,"Lamina metálica",371,3.57
1305,"Nentón",10383,"Bajareque",80,0.77
1305,"Nentón",10383,"Lepa, palo o caña",389,3.75
1305,"Nentón",10383,"Material de desecho",10,0.1
1305,"Nentón",10383,"Otro",9,0.09
1305,"Nentón",10383,"No especificado",3,0.03
1306,"San Pedro Necta",9487,"Ladrillo",29,0.31
1306,"San Pedro Necta",9487,"Block",2821,29.74
1306,"San Pedro Necta",9487,"Concreto",238,2.51
1306,"San Pedro Necta",9487,"Adobe",5644,59.49
1306,"San Pedro Necta",9487,"Madera",521,5.49
1306,"San Pedro Necta",9487,"Lamina metálica",155,1.63
1306,"San Pedro Necta",9487,"Bajareque",4,0.04
1306,"San Pedro Necta",9487,"Lepa, palo o caña",69,0.73
1306,"San Pedro Necta",9487,"Material de desecho",3,0.03
1306,"San Pedro Necta",9487,"Otro",1,0.01
1306,"San Pedro Necta",9487,"No especificado",2,0.02
1307,"Jacaltenango",11460,"Ladrillo",40,0.35
1307,"Jacaltenango",11460,"Block",7824,68.27
1307,"Jacaltenango",11460,"Concreto",77,0.67
1307,"Jacaltenango",11460,"Adobe",2347,20.48
1307,"Jacaltenango",11460,"Madera",631,5.51
1307,"Jacaltenango",11460,"Lamina metálica",270,2.36
1307,"Jacaltenango",11460,"Bajareque",18,0.16
1307,"Jacaltenango",11460,"Lepa, palo o caña",180,1.57
1307,"Jacaltenango",11460,"Material de desecho",1,0.01
1307,"Jacaltenango",11460,"Otro",5,0.04
1307,"Jacaltenango",11460,"No especificado",67,0.58
1308,"San Pedro Soloma",11830,"Ladrillo",96,0.81
1308,"San Pedro Soloma",11830,"Block",8659,73.2
1308,"San Pedro Soloma",11830,"Concreto",408,3.45
1308,"San Pedro Soloma",11830,"Adobe",475,4.02
1308,"San Pedro Soloma",11830,"Madera",1699,14.36
1308,"San Pedro Soloma",11830,"Lamina metálica",419,3.54
1308,"San Pedro Soloma",11830,"Bajareque",8,0.07
1308,"San Pedro Soloma",11830,"Lepa, palo o caña",9,0.08
1308,"San Pedro Soloma",11830,"Material de desecho",1,0.01
1308,"San Pedro Soloma",11830,"Otro",37,0.31
1308,"San Pedro Soloma",11830,"No especificado",19,0.16
1309,"San Ildefonso Ixtahuacán",10489,"Ladrillo",32,0.31
1309,"San Ildefonso Ixtahuacán",10489,"Block",2614,24.92
1309,"San Ildefonso Ixtahuacán",10489,"Concreto",77,0.73
1309,"San Ildefonso Ixtahuacán",10489,"Adobe",7151,68.18
1309,"San Ildefonso Ixtahuacán",10489,"Madera",448,4.27
1309,"San Ildefonso Ixtahuacán",10489,"Lamina metálica",103,0.98
1309,"San Ildefonso Ixtahuacán",10489,"Bajareque",20,0.19
1309,"San Ildefonso Ixtahuacán",10489,"Lepa, palo o caña",25,0.24
1309,"San Ildefonso Ixtahuacán",10489,"Material de desecho",3,0.03
1309,"San Ildefonso Ixtahuacán",10489,"Otro",10,0.1
1309,"San Ildefonso Ixtahuacán",10489,"No especificado",6,0.06
1310,"Santa Bárbara",9501,"Ladrillo",18,0.19
1310,"Santa Bárbara",9501,"Block",1383,14.56
1310,"Santa Bárbara",9501,"Concreto",170,1.79
1310,"Santa Bárbara",9501,"Adobe",7422,78.12
1310,"Santa Bárbara",9501,"Madera",387,4.07
1310,"Santa Bárbara",9501,"Lamina metálica",76,0.8
1310,"Santa Bárbara",9501,"Bajareque",11,0.12
1310,"Santa Bárbara",9501,"Lepa, palo o caña",17,0.18
1310,"Santa Bárbara",9501,"Material de desecho",1,0.01
1310,"Santa Bárbara",9501,"Otro",2,0.02
1310,"Santa Bárbara",9501,"No especificado",14,0.15
1311,"La Libertad",9691,"Ladrillo",47,0.48
1311,"La Libertad",9691,"Block",4090,42.2
1311,"La Libertad",9691,"Concreto",289,2.98
1311,"La Libertad",9691,"Adobe",3873,39.96
1311,"La Libertad",9691,"Madera",1213,12.52
1311,"La Libertad",9691,"Lamina metálica",118,1.22
1311,"La Libertad",9691,"Bajareque",6,0.06
1311,"La Libertad",9691,"Lepa, palo o caña",31,0.32
1311,"La Libertad",9691,"Material de desecho",2,0.02
1311,"La Libertad",9691,"Otro",8,0.08
1311,"La Libertad",9691,"No especificado",14,0.14
1312,"La Democracia",15181,"Ladrillo",100,0.66
1312,"La Democracia",15181,"Block",8708,57.36
1312,"La Democracia",15181,"Concreto",109,0.72
1312,"La Democracia",15181,"Adobe",4953,32.63
1312,"La Democracia",15181,"Madera",845,5.57
1312,"La Democracia",15181,"Lamina metálica",296,1.95
1312,"La Democracia",15181,"Bajareque",7,0.05
1312,"La Democracia",15181,"Lepa, palo o caña",108,0.71
1312,"La Democracia",15181,"Material de desecho",10,0.07
1312,"La Democracia",15181,"Otro",18,0.12
1312,"La Democracia",15181,"No especificado",27,0.18
1313,"San Miguel Acatán",5113,"Ladrillo",5,0.1
1313,"San Miguel Acatán",5113,"Block",2251,44.03
1313,"San Miguel Acatán",5113,"Concreto",74,1.45
1313,"San Miguel Acatán",5113,"Adobe",1635,31.98
1313,"San Miguel Acatán",5113,"Madera",980,19.17
1313,"San Miguel Acatán",5113,"Lamina metálica",102,1.99
1313,"San Miguel Acatán",5113,"Bajareque",17,0.33
1313,"San Miguel Acatán",5113,"Lepa, palo o caña",27,0.53
1313,"San Miguel Acatán",5113,"Material de desecho",4,0.08
1313,"San Miguel Acatán",5113,"Otro",4,0.08
1313,"San Miguel Acatán",5113,"No especificado",14,0.27
1314,"San Rafael La Independencia",3391,"Ladrillo",8,0.24
1314,"San Rafael La Independencia",3391,"Block",2093,61.72
1314,"San Rafael La Independencia",3391,"Concreto",18,0.53
1314,"San Rafael La Independencia",3391,"Adobe",974,28.72
1314,"San Rafael La Independencia",3391,"Madera",242,7.14
1314,"San Rafael La Independencia",3391,"Lamina metálica",49,1.45
1314,"San Rafael La Independencia",3391,"Bajareque",3,0.09
1314,"San Rafael La Independencia",3391,"Lepa, palo o caña",3,0.09
1314,"San Rafael La Independencia",3391,"Material de desecho",0,0
1314,"San Rafael La Independencia",3391,"Otro",0,0
1314,"San Rafael La Independencia",3391,"No especificado",1,0.03
1315,"Todos Santos Cuchumatán",10190,"Ladrillo",31,0.3
1315,"Todos Santos Cuchumatán",10190,"Block",5884,57.74
1315,"Todos Santos Cuchumatán",10190,"Concreto",125,1.23
1315,"Todos Santos Cuchumatán",10190,"Adobe",2943,28.88
1315,"Todos Santos Cuchumatán",10190,"Madera",1013,9.94
1315,"Todos Santos Cuchumatán",10190,"Lamina metálica",117,1.15
1315,"Todos Santos Cuchumatán",10190,"Bajareque",8,0.08
1315,"Todos Santos Cuchumatán",10190,"Lepa, palo o caña",53,0.52
1315,"Todos Santos Cuchumatán",10190,"Material de desecho",2,0.02
1315,"Todos Santos Cuchumatán",10190,"Otro",6,0.06
1315,"Todos Santos Cuchumatán",10190,"No especificado",8,0.08
1316,"San Juan Atitán",6122,"Ladrillo",65,1.06
1316,"San Juan Atitán",6122,"Block",1951,31.87
1316,"San Juan Atitán",6122,"Concreto",25,0.41
1316,"San Juan Atitán",6122,"Adobe",3968,64.82
1316,"San Juan Atitán",6122,"Madera",33,0.54
1316,"San Juan Atitán",6122,"Lamina metálica",56,0.91
1316,"San Juan Atitán",6122,"Bajareque",0,0
1316,"San Juan Atitán",6122,"Lepa, palo o caña",4,0.07
1316,"San Juan Atitán",6122,"Material de desecho",0,0
