"Código","Municipio","Total de viviendas particulares","Material Predominante del Piso","Cantidad de Viviendas","Porcentaje de Viviendas Particulares"
101,"Guatemala",283756,"Ladrillo cerámico",99345,35.01
101,"Guatemala",283756,"Ladrillo de cemento",66768,23.53
101,"Guatemala",283756,"Ladrillo de barro",1174,0.41
101,"Guatemala",283756,"Torta de cemento",54666,19.27
101,"Guatemala",283756,"Parqué o vinil",2364,0.83
101,"Guatemala",283756,"Madera",963,0.34
101,"Guatemala",283756,"Tierra",6129,2.16
101,"Guatemala",283756,"Otro",1950,0.69
102,"Santa Catarina Pinula",24991,"Ladrillo cerámico",9283,37.15
102,"Santa Catarina Pinula",24991,"Ladrillo de cemento",2137,8.55
102,"Santa Catarina Pinula",24991,"Ladrillo de barro",95,0.38
102,"Santa Catarina Pinula",24991,"Torta de cemento",6530,26.13
102,"Santa Catarina Pinula",24991,"Parqué o vinil",154,0.62
102,"Santa Catarina Pinula",24991,"Madera",413,1.65
102,"Santa Catarina Pinula",24991,"Tierra",922,3.69
102,"Santa Catarina Pinula",24991,"Otro",87,0.35
103,"San José Pinula",23675,"Ladrillo cerámico",9257,39.1
103,"San José Pinula",23675,"Ladrillo de cemento",1477,6.24
103,"San José Pinula",23675,"Ladrillo de barro",52,0.22
103,"San José Pinula",23675,"Torta de cemento",6098,25.76
103,"San José Pinula",23675,"Parqué o vinil",40,0.17
103,"San José Pinula",23675,"Madera",77,0.33
103,"San José Pinula",23675,"Tierra",1596,6.74
103,"San José Pinula",23675,"Otro",33,0.14
104,"San José del Golfo",2411,"Ladrillo cerámico",571,23.68
104,"San José del Golfo",2411,"Ladrillo de cemento",85,3.53
104,"San José del Golfo",2411,"Ladrillo de barro",7,0.29
104,"San José del Golfo",2411,"Torta de cemento",1096,45.46
104,"San José del Golfo",2411,"Parqué o vinil",2,0.08
104,"San José del Golfo",2411,"Madera",3,0.12
104,"San José del Golfo",2411,"Tierra",81,3.36
104,"San José del Golfo",2411,"Otro",0,0
105,"Palencia",20105,"Ladrillo cerámico",3940,19.6
105,"Palencia",20105,"Ladrillo de cemento",1475,7.34
105,"Palencia",20105,"Ladrillo de barro",44,0.22
105,"Palencia",20105,"Torta de cemento",7839,38.99
105,"Palencia",20105,"Parqué o vinil",15,0.07
105,"Palencia",20105,"Madera",201,1
105,"Palencia",20105,"Tierra",3136,15.6
105,"Palencia",20105,"Otro",49,0.24
106,"Chinautla",31001,"Ladrillo cerámico",8356,26.95
106,"Chinautla",31001,"Ladrillo de cemento",3421,11.04
106,"Chinautla",31001,"Ladrillo de barro",68,0.22
106,"Chinautla",31001,"Torta de cemento",12736,41.08
106,"Chinautla",31001,"Parqué o vinil",63,0.2
106,"Chinautla",31001,"Madera",36,0.12
106,"Chinautla",31001,"Tierra",1980,6.39
106,"Chinautla",31001,"Otro",85,0.27
107,"San Pedro Ayampuc",17139,"Ladrillo cerámico",2393,13.96
107,"San Pedro Ayampuc",17139,"Ladrillo de cemento",954,5.57
107,"San Pedro Ayampuc",17139,"Ladrillo de barro",33,0.19
107,"San Pedro Ayampuc",17139,"Torta de cemento",7385,43.09
107,"San Pedro Ayampuc",17139,"Parqué o vinil",33,0.19
107,"San Pedro Ayampuc",17139,"Madera",30,0.18
107,"San Pedro Ayampuc",17139,"Tierra",2669,15.57
107,"San Pedro Ayampuc",17139,"Otro",45,0.26
108,"Mixco",130487,"Ladrillo cerámico",53078,40.68
108,"Mixco",130487,"Ladrillo de cemento",30237,23.17
108,"Mixco",130487,"Ladrillo de barro",459,0.35
108,"Mixco",130487,"Torta de cemento",26254,20.12
108,"Mixco",130487,"Parqué o vinil",156,0.12
108,"Mixco",130487,"Madera",179,0.14
108,"Mixco",130487,"Tierra",2755,2.11
108,"Mixco",130487,"Otro",740,0.57
109,"San Pedro Sacatepéquez",11747,"Ladrillo cerámico",1944,16.55
109,"San Pedro Sacatepéquez",11747,"Ladrillo de cemento",1056,8.99
109,"San Pedro Sacatepéquez",11747,"Ladrillo de barro",18,0.15
109,"San Pedro Sacatepéquez",11747,"Torta de cemento",4667,39.73
109,"San Pedro Sacatepéquez",11747,"Parqué o vinil",20,0.17
109,"San Pedro Sacatepéquez",11747,"Madera",63,0.54
109,"San Pedro Sacatepéquez",11747,"Tierra",2214,18.85
109,"San Pedro Sacatepéquez",11747,"Otro",0,0
110,"San Juan Sacatepéquez",56517,"Ladrillo cerámico",9978,17.65
110,"San Juan Sacatepéquez",56517,"Ladrillo de cemento",4712,8.34
110,"San Juan Sacatepéquez",56517,"Ladrillo de barro",165,0.29
110,"San Juan Sacatepéquez",56517,"Torta de cemento",18086,32
110,"San Juan Sacatepéquez",56517,"Parqué o vinil",76,0.13
110,"San Juan Sacatepéquez",56517,"Madera",256,0.45
110,"San Juan Sacatepéquez",56517,"Tierra",11000,19.46
110,"San Juan Sacatepéquez",56517,"Otro",205,0.36
111,"San Raymundo",9362,"Ladrillo cerámico",1381,14.75
111,"San Raymundo",9362,"Ladrillo de cemento",1021,10.91
111,"San Raymundo",9362,"Ladrillo de barro",27,0.29
111,"San Raymundo",9362,"Torta de cemento",3088,32.98
111,"San Raymundo",9362,"Parqué o vinil",61,0.65
111,"San Raymundo",9362,"Madera",37,0.4
111,"San Raymundo",9362,"Tierra",1300,13.89
111,"San Raymundo",9362,"Otro",35,0.37
112,"Chuarrancho",3757,"Ladrillo cerámico",418,11.13
112,"Chuarrancho",3757,"Ladrillo de cemento",233,6.2
112,"Chuarrancho",3757,"Ladrillo de barro",54,1.44
112,"Chuarrancho",3757,"Torta de cemento",1110,29.54
112,"Chuarrancho",3757,"Parqué o vinil",7,0.19
112,"Chuarrancho",3757,"Madera",23,0.61
112,"Chuarrancho",3757,"Tierra",738,19.64
112,"Chuarrancho",3757,"Otro",16,0.43
113,"Fraijanes",16769,"Ladrillo cerámico",7253,43.25
113,"Fraijanes",16769,"Ladrillo de cemento",939,5.6
113,"Fraijanes",16769,"Ladrillo de barro",62,0.37
113,"Fraijanes",16769,"Torta de cemento",3940,23.5
113,"Fraijanes",16769,"Parqué o vinil",53,0.32
113,"Fraijanes",16769,"Madera",212,1.26
113,"Fraijanes",16769,"Tierra",1009,6.02
113,"Fraijanes",16769,"Otro",61,0.36
114,"Amatitlán",33904,"Ladrillo cerámico",10496,30.96
114,"Amatitlán",33904,"Ladrillo de cemento",3989,11.77
114,"Amatitlán",33904,"Ladrillo de barro",124,0.37
114,"Amatitlán",33904,"Torta de cemento",9873,29.12
114,"Amatitlán",33904,"Parqué o vinil",50,0.15
114,"Amatitlán",33904,"Madera",40,0.12
114,"Amatitlán",33904,"Tierra",2943,8.68
114,"Amatitlán",33904,"Otro",82,0.24
115,"Villa Nueva",125493,"Ladrillo cerámico",47740,38.04
115,"Villa Nueva",125493,"Ladrillo de cemento",14758,11.76
115,"Villa Nueva",125493,"Ladrillo de barro",281,0.22
115,"Villa Nueva",125493,"Torta de cemento",34640,27.6
115,"Villa Nueva",125493,"Parqué o vinil",176,0.14
115,"Villa Nueva",125493,"Madera",157,0.13
115,"Villa Nueva",125493,"Tierra",4951,3.95
115,"Villa Nueva",125493,"Otro",1185,0.94
116,"Villa Canales",43706,"Ladrillo cerámico",10522,24.07
116,"Villa Canales",43706,"Ladrillo de cemento",3903,8.93
116,"Villa Canales",43706,"Ladrillo de barro",114,0.26
116,"Villa Canales",43706,"Torta de cemento",16658,38.11
116,"Villa Canales",43706,"Parqué o vinil",85,0.19
116,"Villa Canales",43706,"Madera",602,1.38
116,"Villa Canales",43706,"Tierra",4525,10.35
116,"Villa Canales",43706,"Otro",87,0.2
117,"San Miguel Petapa",38884,"Ladrillo cerámico",19370,49.81
117,"San Miguel Petapa",38884,"Ladrillo de cemento",5264,13.54
117,"San Miguel Petapa",38884,"Ladrillo de barro",104,0.27
117,"San Miguel Petapa",38884,"Torta de cemento",6888,17.71
117,"San Miguel Petapa",38884,"Parqué o vinil",46,0.12
117,"San Miguel Petapa",38884,"Madera",26,0.07
117,"San Miguel Petapa",38884,"Tierra",1057,2.72
117,"San Miguel Petapa",38884,"Otro",324,0.83
201,"Guastatoya",8186,"Ladrillo cerámico",2684,32.79
201,"Guastatoya",8186,"Ladrillo de cemento",1035,12.64
201,"Guastatoya",8186,"Ladrillo de barro",29,0.35
201,"Guastatoya",8186,"Torta de cemento",2338,28.56
201,"Guastatoya",8186,"Parqué o vinil",41,0.5
201,"Guastatoya",8186,"Madera",6,0.07
201,"Guastatoya",8186,"Tierra",359,4.39
201,"Guastatoya",8186,"Otro",65,0.79
202,"Morazán",4531,"Ladrillo cerámico",775,17.1
202,"Morazán",4531,"Ladrillo de cemento",304,6.71
202,"Morazán",4531,"Ladrillo de barro",21,0.46
202,"Morazán",4531,"Torta de cemento",1610,35.53
202,"Morazán",4531,"Parqué o vinil",8,0.18
202,"Morazán",4531,"Madera",34,0.75
202,"Morazán",4531,"Tierra",430,9.49
202,"Morazán",4531,"Otro",14,0.31
203,"San Agustín Acasaguastlán",12670,"Ladrillo cerámico",1361,10.74
203,"San Agustín Acasaguastlán",12670,"Ladrillo de cemento",424,3.35
203,"San Agustín Acasaguastlán",12670,"Ladrillo de barro",48,0.38
203,"San Agustín Acasaguastlán",12670,"Torta de cemento",5214,41.15
203,"San Agustín Acasaguastlán",12670,"Parqué o vinil",12,0.09
203,"San Agustín Acasaguastlán",12670,"Madera",199,1.57
203,"San Agustín Acasaguastlán",12670,"Tierra",3209,25.33
203,"San Agustín Acasaguastlán",12670,"Otro",15,0.12
204,"San Cristóbal Acasaguastlán",2659,"Ladrillo cerámico",365,13.73
204,"San Cristóbal Acasaguastlán",2659,"Ladrillo de cemento",109,4.1
204,"San Cristóbal Acasaguastlán",2659,"Ladrillo de barro",5,0.19
204,"San Cristóbal Acasaguastlán",2659,"Torta de cemento",1242,46.71
204,"San Cristóbal Acasaguastlán",2659,"Parqué o vinil",5,0.19
204,"San Cristóbal Acasaguastlán",2659,"Madera",10,0.38
204,"San Cristóbal Acasaguastlán",2659,"Tierra",143,5.38
204,"San Cristóbal Acasaguastlán",2659,"Otro",10,0.38
205,"El Jícaro",4217,"Ladrillo cerámico",422,10.01
205,"El Jícaro",4217,"Ladrillo de cemento",227,5.38
205,"El Jícaro",4217,"Ladrillo de barro",5,0.12
205,"El Jícaro",4217,"Torta de cemento",2143,50.82
205,"El Jícaro",4217,"Parqué o vinil",8,0.19
205,"El Jícaro",4217,"Madera",11,0.26
205,"El Jícaro",4217,"Tierra",624,14.8
205,"El Jícaro",4217,"Otro",2,0.05
206,"Sansare",4107,"Ladrillo cerámico",702,17.09
206,"Sansare",4107,"Ladrillo de cemento",721,17.56
206,"Sansare",4107,"Ladrillo de barro",41,1
206,"Sansare",4107,"Torta de cemento",1290,31.41
206,"Sansare",4107,"Parqué o vinil",2,0.05
206,"Sansare",4107,"Madera",8,0.19
206,"Sansare",4107,"Tierra",460,11.2
206,"Sansare",4107,"Otro",0,0
207,"Sanarate",11498,"Ladrillo cerámico",2728,23.73
207,"Sanarate",11498,"Ladrillo de cemento",1974,17.17
207,"Sanarate",11498,"Ladrillo de barro",81,0.7
207,"Sanarate",11498,"Torta de cemento",3786,32.93
207,"Sanarate",11498,"Parqué o vinil",30,0.26
207,"Sanarate",11498,"Madera",7,0.06
207,"Sanarate",11498,"Tierra",949,8.25
207,"Sanarate",11498,"Otro",28,0.24
208,"San Antonio la Paz",6241,"Ladrillo cerámico",922,14.77
208,"San Antonio la Paz",6241,"Ladrillo de cemento",316,5.06
208,"San Antonio la Paz",6241,"Ladrillo de barro",11,0.18
208,"San Antonio la Paz",6241,"Torta de cemento",3131,50.17
208,"San Antonio la Paz",6241,"Parqué o vinil",15,0.24
208,"San Antonio la Paz",6241,"Madera",9,0.14
208,"San Antonio la Paz",6241,"Tierra",738,11.83
208,"San Antonio la Paz",6241,"Otro",17,0.27
301,"Antigua Guatemala",14687,"Ladrillo cerámico",3265,22.23
301,"Antigua Guatemala",14687,"Ladrillo de cemento",1647,11.21
301,"Antigua Guatemala",14687,"Ladrillo de barro",206,1.4
301,"Antigua Guatemala",14687,"Torta de cemento",3890,26.49
301,"Antigua Guatemala",14687,"Parqué o vinil",14,0.1
301,"Antigua Guatemala",14687,"Madera",42,0.29
301,"Antigua Guatemala",14687,"Tierra",937,6.38
301,"Antigua Guatemala",14687,"Otro",53,0.36
302,"Jocotenango",5706,"Ladrillo cerámico",2316,40.59
302,"Jocotenango",5706,"Ladrillo de cemento",833,14.6
302,"Jocotenango",5706,"Ladrillo de barro",26,0.46
302,"Jocotenango",5706,"Torta de cemento",1332,23.34
302,"Jocotenango",5706,"Parqué o vinil",10,0.18
302,"Jocotenango",5706,"Madera",6,0.11
302,"Jocotenango",5706,"Tierra",255,4.47
302,"Jocotenango",5706,"Otro",19,0.33
303,"Pastores",4112,"Ladrillo cerámico",575,13.98
303,"Pastores",4112,"Ladrillo de cemento",334,8.12
303,"Pastores",4112,"Ladrillo de barro",12,0.29
303,"Pastores",4112,"Torta de cemento",1642,39.93
303,"Pastores",4112,"Parqué o vinil",4,0.1
303,"Pastores",4112,"Madera",9,0.22
303,"Pastores",4112,"Tierra",1157,28.14
303,"Pastores",4112,"Otro",14,0.34
304,"Sumpango",10049,"Ladrillo cerámico",1752,17.43
304,"Sumpango",10049,"Ladrillo de cemento",1040,10.35
304,"Sumpango",10049,"Ladrillo de barro",106,1.05
304,"Sumpango",10049,"Torta de cemento",3172,31.57
304,"Sumpango",10049,"Parqué o vinil",21,0.21
304,"Sumpango",10049,"Madera",24,0.24
304,"Sumpango",10049,"Tierra",1302,12.96
304,"Sumpango",10049,"Otro",6,0.06
305,"Santo Domingo Xenacoj",3302,"Ladrillo cerámico",606,18.35
305,"Santo Domingo Xenacoj",3302,"Ladrillo de cemento",173,5.24
305,"Santo Domingo Xenacoj",3302,"Ladrillo de barro",11,0.33
305,"Santo Domingo Xenacoj",3302,"Torta de cemento",1402,42.46
305,"Santo Domingo Xenacoj",3302,"Parqué o vinil",3,0.09
305,"Santo Domingo Xenacoj",3302,"Madera",16,0.48
305,"Santo Domingo Xenacoj",3302,"Tierra",377,11.42
305,"Santo Domingo Xenacoj",3302,"Otro",2,0.06
306,"Santiago Sacatepéquez",7788,"Ladrillo cerámico",1926,24.73
306,"Santiago Sacatepéquez",7788,"Ladrillo de cemento",1103,14.16
306,"Santiago Sacatepéquez",7788,"Ladrillo de barro",24,0.31
306,"Santiago Sacatepéquez",7788,"Torta de cemento",2474,31.77
306,"Santiago Sacatepéquez",7788,"Parqué o vinil",28,0.36
306,"Santiago Sacatepéquez",7788,"Madera",14,0.18
306,"Santiago Sacatepéquez",7788,"Tierra",535,6.87
306,"Santiago Sacatepéquez",7788,"Otro",96,1.23
307,"San Bartolomé Milpas Altas",1893,"Ladrillo cerámico",661,34.92
307,"San Bartolomé Milpas Altas",1893,"Ladrillo de cemento",169,8.93
307,"San Bartolomé Milpas Altas",1893,"Ladrillo de barro",13,0.69
307,"San Bartolomé Milpas Altas",1893,"Torta de cemento",709,37.45
307,"San Bartolomé Milpas Altas",1893,"Parqué o vinil",6,0.32
307,"San Bartolomé Milpas Altas",1893,"Madera",2,0.11
307,"San Bartolomé Milpas Altas",1893,"Tierra",77,4.07
307,"San Bartolomé Milpas Altas",1893,"Otro",14,0.74
308,"San Lucas Sacatepéquez",7719,"Ladrillo cerámico",3305,42.82
308,"San Lucas Sacatepéquez",7719,"Ladrillo de cemento",509,6.59
308,"San Lucas Sacatepéquez",7719,"Ladrillo de barro",44,0.57
308,"San Lucas Sacatepéquez",7719,"Torta de cemento",1638,21.22
308,"San Lucas Sacatepéquez",7719,"Parqué o vinil",7,0.09
308,"San Lucas Sacatepéquez",7719,"Madera",19,0.25
308,"San Lucas Sacatepéquez",7719,"Tierra",197,2.55
308,"San Lucas Sacatepéquez",7719,"Otro",96,1.24
309,"Santa Lucía Milpas Altas",4740,"Ladrillo cerámico",1622,34.22
309,"Santa Lucía Milpas Altas",4740,"Ladrillo de cemento",425,8.97
309,"Santa Lucía Milpas Altas",4740,"Ladrillo de barro",29,0.61
309,"Santa Lucía Milpas Altas",4740,"Torta de cemento",1434,30.25
309,"Santa Lucía Milpas Altas",4740,"Parqué o vinil",7,0.15
309,"Santa Lucía Milpas Altas",4740,"Madera",6,0.13
309,"Santa Lucía Milpas Altas",4740,"Tierra",187,3.95
309,"Santa Lucía Milpas Altas",4740,"Otro",15,0.32
310,"Magdalena Milpas Altas",2717,"Ladrillo cerámico",618,22.75
310,"Magdalena Milpas Altas",2717,"Ladrillo de cemento",323,11.89
310,"Magdalena Milpas Altas",2717,"Ladrillo de barro",6,0.22
310,"Magdalena Milpas Altas",2717,"Torta de cemento",1375,50.61
310,"Magdalena Milpas Altas",2717,"Parqué o vinil",3,0.11
310,"Magdalena Milpas Altas",2717,"Madera",2,0.07
310,"Magdalena Milpas Altas",2717,"Tierra",86,3.17
310,"Magdalena Milpas Altas",2717,"Otro",1,0.04
311,"Santa María de Jesús",4774,"Ladrillo cerámico",613,12.84
311,"Santa María de Jesús",4774,"Ladrillo de cemento",103,2.16
311,"Santa María de Jesús",4774,"Ladrillo de barro",13,0.27
311,"Santa María de Jesús",4774,"Torta de cemento",2149,45.01
311,"Santa María de Jesús",4774,"Parqué o vinil",14,0.29
311,"Santa María de Jesús",4774,"Madera",42,0.88
311,"Santa María de Jesús",4774,"Tierra",1175,24.61
311,"Santa María de Jesús",4774,"Otro",2,0.04
312,"Ciudad Vieja",8658,"Ladrillo cerámico",1942,22.43
312,"Ciudad Vieja",8658,"Ladrillo de cemento",782,9.03
312,"Ciudad Vieja",8658,"Ladrillo de barro",48,0.55
312,"Ciudad Vieja",8658,"Torta de cemento",3115,35.98
312,"Ciudad Vieja",8658,"Parqué o vinil",9,0.1
312,"Ciudad Vieja",8658,"Madera",13,0.15
312,"Ciudad Vieja",8658,"Tierra",1136,13.12
312,"Ciudad Vieja",8658,"Otro",15,0.17
313,"San Miguel Dueñas",3316,"Ladrillo cerámico",919,27.71
313,"San Miguel Dueñas",3316,"Ladrillo de cemento",367,11.07
313,"San Miguel Dueñas",3316,"Ladrillo de barro",37,1.12
313,"San Miguel Dueñas",3316,"Torta de cemento",1002,30.22
313,"San Miguel Dueñas",3316,"Parqué o vinil",8,0.24
313,"San Miguel Dueñas",3316,"Madera",6,0.18
313,"San Miguel Dueñas",3316,"Tierra",431,13
313,"San Miguel Dueñas",3316,"Otro",2,0.06
314,"San Juan Alotenango",5239,"Ladrillo cerámico",593,11.32
314,"San Juan Alotenango",5239,"Ladrillo de cemento",164,3.13
314,"San Juan Alotenango",5239,"Ladrillo de barro",4,0.08
314,"San Juan Alotenango",5239,"Torta de cemento",2492,47.57
314,"San Juan Alotenango",5239,"Parqué o vinil",4,0.08
314,"San Juan Alotenango",5239,"Madera",68,1.3
314,"San Juan Alotenango",5239,"Tierra",1444,27.56
314,"San Juan Alotenango",5239,"Otro",2,0.04
315,"San Antonio Aguas Calientes",2689,"Ladrillo cerámico",470,17.48
315,"San Antonio Aguas Calientes",2689,"Ladrillo de cemento",127,4.72
315,"San Antonio Aguas Calientes",2689,"Ladrillo de barro",6,0.22
315,"San Antonio Aguas Calientes",2689,"Torta de cemento",1026,38.16
315,"San Antonio Aguas Calientes",2689,"Parqué o vinil",0,0
315,"San Antonio Aguas Calientes",2689,"Madera",15,0.56
315,"San Antonio Aguas Calientes",2689,"Tierra",772,28.71
315,"San Antonio Aguas Calientes",2689,"Otro",0,0
316,"Santa Catarina Barahona",984,"Ladrillo cerámico",123,12.5
316,"Santa Catarina Barahona",984,"Ladrillo de cemento",48,4.88
316,"Santa Catarina Barahona",984,"Ladrillo de barro",4,0.41
316,"Santa Catarina Barahona",984,"Torta de cemento",395,40.14
316,"Santa Catarina Barahona",984,"Parqué o vinil",0,0
316,"Santa Catarina Barahona",984,"Madera",1,0.1
316,"Santa Catarina Barahona",984,"Tierra",307,31.2
316,"Santa Catarina Barahona",984,"Otro",2,0.2
401,"Chimaltenango",24729,"Ladrillo cerámico",6779,27.41
401,"Chimaltenango",24729,"Ladrillo de cemento",3793,15.34
401,"Chimaltenango",24729,"Ladrillo de barro",102,0.41
401,"Chimaltenango",24729,"Torta de cemento",7229,29.23
401,"Chimaltenango",24729,"Parqué o vinil",29,0.12
401,"Chimaltenango",24729,"Madera",27,0.11
401,"Chimaltenango",24729,"Tierra",1869,7.56
401,"Chimaltenango",24729,"Otro",20,0.08
402,"San José Poaquil",6159,"Ladrillo cerámico",905,14.69
402,"San José Poaquil",6159,"Ladrillo de cemento",186,3.02
402,"San José Poaquil",6159,"Ladrillo de barro",12,0.19
402,"San José Poaquil",6159,"Torta de cemento",2358,38.29
402,"San José Poaquil",6159,"Parqué o vinil",13,0.21
402,"San José Poaquil",6159,"Madera",46,0.75
402,"San José Poaquil",6159,"Tierra",1490,24.19
402,"San José Poaquil",6159,"Otro",1,0.02
403,"San Martín Jilotepeque",18953,"Ladrillo cerámico",2939,15.51
403,"San Martín Jilotepeque",18953,"Ladrillo de cemento",1209,6.38
403,"San Martín Jilotepeque",18953,"Ladrillo de barro",42,0.22
403,"San Martín Jilotepeque",18953,"Torta de cemento",6302,33.25
403,"San Martín Jilotepeque",18953,"Parqué o vinil",31,0.16
403,"San Martín Jilotepeque",18953,"Madera",53,0.28
403,"San Martín Jilotepeque",18953,"Tierra",3984,21.02
403,"San Martín Jilotepeque",18953,"Otro",18,0.09
404,"San Juan Comalapa",11488,"Ladrillo cerámico",1356,11.8
404,"San Juan Comalapa",11488,"Ladrillo de cemento",552,4.81
404,"San Juan Comalapa",11488,"Ladrillo de barro",26,0.23
404,"San Juan Comalapa",11488,"Torta de cemento",4629,40.29
404,"San Juan Comalapa",11488,"Parqué o vinil",7,0.06
404,"San Juan Comalapa",11488,"Madera",42,0.37
404,"San Juan Comalapa",11488,"Tierra",2925,25.46
404,"San Juan Comalapa",11488,"Otro",4,0.03
405,"Santa Apolonia",3625,"Ladrillo cerámico",482,13.3
405,"Santa Apolonia",3625,"Ladrillo de cemento",105,2.9
405,"Santa Apolonia",3625,"Ladrillo de barro",10,0.28
405,"Santa Apolonia",3625,"Torta de cemento",1796,49.54
405,"Santa Apolonia",3625,"Parqué o vinil",3,0.08
405,"Santa Apolonia",3625,"Madera",7,0.19
405,"Santa Apolonia",3625,"Tierra",800,22.07
405,"Santa Apolonia",3625,"Otro",1,0.03
406,"Tecpán Guatemala",18140,"Ladrillo cerámico",2959,16.31
406,"Tecpán Guatemala",18140,"Ladrillo de cemento",957,5.28
406,"Tecpán Guatemala",18140,"Ladrillo de barro",84,0.46
406,"Tecpán Guatemala",18140,"Torta de cemento",8150,44.93
406,"Tecpán Guatemala",18140,"Parqué o vinil",38,0.21
406,"Tecpán Guatemala",18140,"Madera",80,0.44
406,"Tecpán Guatemala",18140,"Tierra",3530,19.46
406,"Tecpán Guatemala",18140,"Otro",52,0.29
407,"Patzún",13619,"Ladrillo cerámico",2715,19.94
407,"Patzún",13619,"Ladrillo de cemento",1233,9.05
407,"Patzún",13619,"Ladrillo de barro",68,0.5
407,"Patzún",13619,"Torta de cemento",5928,43.53
407,"Patzún",13619,"Parqué o vinil",17,0.12
407,"Patzún",13619,"Madera",40,0.29
407,"Patzún",13619,"Tierra",1687,12.39
407,"Patzún",13619,"Otro",62,0.46
408,"San Miguel Pochuta",1983,"Ladrillo cerámico",181,9.13
408,"San Miguel Pochuta",1983,"Ladrillo de cemento",51,2.57
408,"San Miguel Pochuta",1983,"Ladrillo de barro",13,0.66
408,"San Miguel Pochuta",1983,"Torta de cemento",1080,54.46
408,"San Miguel Pochuta",1983,"Parqué o vinil",0,0
408,"San Miguel Pochuta",1983,"Madera",13,0.66
408,"San Miguel Pochuta",1983,"Tierra",314,15.83
408,"San Miguel Pochuta",1983,"Otro",1,0.05
409,"Patzicía",7768,"Ladrillo cerámico",1830,23.56
409,"Patzicía",7768,"Ladrillo de cemento",940,12.1
409,"Patzicía",7768,"Ladrillo de barro",22,0.28
409,"Patzicía",7768,"Torta de cemento",3015,38.81
409,"Patzicía",7768,"Parqué o vinil",9,0.12
409,"Patzicía",7768,"Madera",11,0.14
409,"Patzicía",7768,"Tierra",908,11.69
409,"Patzicía",7768,"Otro",9,0.12
410,"Santa Cruz Balanyá",2327,"Ladrillo cerámico",406,17.45
410,"Santa Cruz Balanyá",2327,"Ladrillo de cemento",101,4.34
410,"Santa Cruz Balanyá",2327,"Ladrillo de barro",3,0.13
410,"Santa Cruz Balanyá",2327,"Torta de cemento",1020,43.83
410,"Santa Cruz Balanyá",2327,"Parqué o vinil",1,0.04
410,"Santa Cruz Balanyá",2327,"Madera",2,0.09
410,"Santa Cruz Balanyá",2327,"Tierra",424,18.22
410,"Santa Cruz Balanyá",2327,"Otro",1,0.04
411,"Acatenango",5654,"Ladrillo cerámico",1069,18.91
411,"Acatenango",5654,"Ladrillo de cemento",596,10.54
411,"Acatenango",5654,"Ladrillo de barro",18,0.32
411,"Acatenango",5654,"Torta de cemento",2335,41.3
411,"Acatenango",5654,"Parqué o vinil",4,0.07
411,"Acatenango",5654,"Madera",12,0.21
411,"Acatenango",5654,"Tierra",627,11.09
411,"Acatenango",5654,"Otro",1,0.02
412,"San Pedro Yepocapa",7432,"Ladrillo cerámico",1028,13.83
412,"San Pedro Yepocapa",7432,"Ladrillo de cemento",355,4.78
412,"San Pedro Yepocapa",7432,"Ladrillo de barro",11,0.15
412,"San Pedro Yepocapa",7432,"Torta de cemento",4225,56.85
412,"San Pedro Yepocapa",7432,"Parqué o vinil",12,0.16
412,"San Pedro Yepocapa",7432,"Madera",15,0.2
412,"San Pedro Yepocapa",7432,"Tierra",1038,13.97
412,"San Pedro Yepocapa",7432,"Otro",5,0.07
413,"San Andrés Itzapa",7689,"Ladrillo cerámico",1418,18.44
413,"San Andrés Itzapa",7689,"Ladrillo de cemento",732,9.52
413,"San Andrés Itzapa",7689,"Ladrillo de barro",92,1.2
413,"San Andrés Itzapa",7689,"Torta de cemento",3058,39.77
413,"San Andrés Itzapa",7689,"Parqué o vinil",5,0.07
413,"San Andrés Itzapa",7689,"Madera",6,0.08
413,"San Andrés Itzapa",7689,"Tierra",981,12.76
413,"San Andrés Itzapa",7689,"Otro",5,0.07
414,"Parramos",3912,"Ladrillo cerámico",727,18.58
414,"Parramos",3912,"Ladrillo de cemento",375,9.59
414,"Parramos",3912,"Ladrillo de barro",8,0.2
414,"Parramos",3912,"Torta de cemento",1407,35.97
414,"Parramos",3912,"Parqué o vinil",2,0.05
414,"Parramos",3912,"Madera",6,0.15
414,"Parramos",3912,"Tierra",799,20.42
414,"Parramos",3912,"Otro",9,0.23
415,"Zaragoza",6436,"Ladrillo cerámico",2119,32.92
415,"Zaragoza",6436,"Ladrillo de cemento",768,11.93
415,"Zaragoza",6436,"Ladrillo de barro",22,0.34
415,"Zaragoza",6436,"Torta de cemento",2015,31.31
415,"Zaragoza",6436,"Parqué o vinil",3,0.05
415,"Zaragoza",6436,"Madera",14,0.22
415,"Zaragoza",6436,"Tierra",533,8.28
415,"Zaragoza",6436,"Otro",4,0.06
416,"El Tejar",4930,"Ladrillo cerámico",1386,28.11
416,"El Tejar",4930,"Ladrillo de cemento",853,17.3
416,"El Tejar",4930,"Ladrillo de barro",51,1.03
416,"El Tejar",4930,"Torta de cemento",1618,32.82
416,"El Tejar",4930,"Parqué o vinil",5,0.1
416,"El Tejar",4930,"Madera",4,0.08
416,"El Tejar",4930,"Tierra",257,5.21
416,"El Tejar",4930,"Otro",2,0.04
501,"Escuintla",43995,"Ladrillo cerámico",8935,20.31
501,"Escuintla",43995,"Ladrillo de cemento",4666,10.61
501,"Escuintla",43995,"Ladrillo de barro",170,0.39
